body,topic
"more Oakland news. Oakland's indoor vaccine mandate starts for some businesses, you're going to have to show proof of vaccination to get into businesses that serve food and drinks if you want to go inside. Same thing with entertainment venues like theaters and also gyms and libraries. Contra Costa County, the County, Berkeley and San Francisco have similar mandates already in effect where you've got to show proof of vaccination. Also, ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', '96326734-fd82-4350-b45c-513e7eb9147c']"
home. Kumai Spa on Grand Avenue in Oakland will be closed until further notice after a shooting inside. Police were called to the spa near Lake Merritt just before 10:00. A.m. Witnesses say a woman shot a man inside the building police found both with a gunshot wound. The woman later died at the hospital. Investigators are not saying if her wounds were self inflicted. ,"['39822b5f-e37e-43e8-b997-7142fe55c3ea', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"five. This evening, a man wanted on a felony worn out of Alameda County's accused of a horrific shooting. Police say 21 year old Assadi Elijah Coleman of Sacramento opened a fire on a Greyhound bus, killing one person, injuring four others. One of the victims, a pregnant woman, is in critical condition. That shooting happened as the bus pulled into a convenience store parking lot in the Central Valley town ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"Bonds. Well, today is Groundhog Day, and the world's most famous Groundhog made his annual prediction about our weather. Then a long, lustrous six more weeks of winter. Earlier today, Pakistani Phil was taken out of his borough at Gobbler's Knob in Western Pennsylvania. According to legend, if Phil sees his shadow and goes back into his borough, it means a longer winter. If Phil does not see his shadow, spring would come early today, Mark. The 136th Groundhog ",['9a06646a-e1df-4fca-888e-69658420556b']
"get them. A major development this afternoon in the fight against covN. Pfizer has officially asked the FDA to allow COVID-19 vaccines for kids younger than five. If authorized, it would be the first vaccine available for children that young. Abc Seven News reporters at Qantas spoke with a local mother about what this means and the Bay Area medical experts who've played a major role in ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
"Another big story at 430, a third fire on a subway car in just a week. Just yesterday, we showed you a video of one of the earlier fires on one of the trains. These fires have all happened on one train. They started last Thursday at 23rd street. Then on Friday, there was another incident at the 18th street station, then again today at 181st ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
Today marks a somber day for the Alameda County Sheriff graduating class. Their ceremony taking place later this morning. But those graduating are part of the same class of deputies that included the late David ,"['83a09c6b-5f2f-421f-ae50-b38acca7e008', 'ebf2991e-4b7d-44c6-927b-a261a7b21d2c']"
"city. Tomorrow, President Biden is going to be in town to meet with the Mayor and other leaders to address the crisis as well. Yeah, pissing on Henry. Also, he's live at One PP with a look at what the President may are going to be talking about when they finally meet ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
"Taking a live look at San Francisco City Hall, where supervisors have passed a resolution to formally apologize to the Chinese community for past racial discrimination and policies. San Francisco becomes the fourth city in the state to make a formal apology. And this morning, AAPI community members will lead a rally in support of budget investments to help Asian American residents. ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '6fbf954a-03f9-4782-a65f-783271c9c447']"
"Judy, this is the second time in less than a week that the NYPD has had to say goodbye to one of its own. The emotions from officers, city leaders, members of Maura's family just as ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913', 'ebf2991e-4b7d-44c6-927b-a261a7b21d2c']"
"A sorority at Southern Connecticut State University has been suspended over what some are calling an unfortunate display of insensitivity to an historically black sorority. Just before the start of Black History Mother video surfaced, appearing to show members of Omega Zeta Pi mocking the hand signals and gestures of Zeta Beta sorority surfaced online has been posted across social media, upset students and campus leaders said the displays of direct insult to the storied black women's organization and members of all sororities and fraternities should know better. ",['6fbf954a-03f9-4782-a65f-783271c9c447']
"Today to promote William Detective first grade. He was proud to wear the blue uniform and serve the city of New York. A loss that left his sister struggling with how to say goodbye to to her little brother. I just want you to know that I was always proud of you. And good afternoon. I'm David Navarro. I'm Sandra Bookman. And today for Liz Cho, another heartbreaking day for New Yorkers, an ocean of blue officers from around the world. Saluting Wilbert Mora. Thousands of mourners at St. Patrick's Cathedral said goodbye to an NYPD officer for the second time in less than a week. Detective Wilbur Morrow was remembered today as a hero. Late to rest just five days after his partner I witnessed his reporter Darla Miles has more on today's tribute. ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', 'ebf2991e-4b7d-44c6-927b-a261a7b21d2c']"
"Well, the suspect accused of selling a deadly dose of drugs to actor Michael K. Williams expected to appear before a judge in Puerto Rico today. Prosecutors say a screen grab of security video shows Irvine Cartagena in Williamsburg selling fentanylaced heroin to Williams the day before he died of an accidental overdose last year. Three other suspects in the case have also been charged. They appeared before a New York judge yesterday. Prosecutors say all four suspects continued to sell the drug even after knowing it had killed Williams ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
Patrick's. Three teenagers in police custody tonight after a gang related shooting inside a busy mall in Brooklyn that left a 14 year old boy shot having this afternoon in the King's Plaza shopping center. This is a mill basein. New York cop say the 14 year old victim shot in the leg during a confrontation with other teenagers. The other teens took off but were caught on camera a short time later and caught as well. The shooting sparked chaos in the mall that caused shoppers to scramble ,['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"A stubborn manhole fire this morning in New Rochelle meant a return trip for firefighter. Smoke floated out of the manhole on North Avenue across the street from the police station. The fire Department says it was called to the scene just before six this morning. Firefighters put out the fire, but then they were called back before eight because the fire broke out again. The rainbow water across North Avenue to get more water down the manhole and put out ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"hand. Meantime, Governor Newsom is highlighting his $3 billion multi pronged plan for tackling the state's homelessness crisis. The governor toured a behavioral and transitional housing facility in South Los Angeles today. His proposal includes funding for encampment re housing strategies, as it's called, and plans for 550 new housing units and treatment slots. The governor says it's the largest investment of its kind in California ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
in London. New calls for Prime Minister Boris Johnson to resign after the release of a highly critical report on parties held at Ten Downing Street during COVID restrictions. The report calling the parties a serious failure to uphold high standards. Johnson once again apologized. ,['83a09c6b-5f2f-421f-ae50-b38acca7e008']
A Long Island woman is warning people about hackers after she lost access to her Instagram account. Colette Morales of Long Beach says she responded to a direct message and suddenly someone else was posting as her endorsing Bitcoin and messaging her friends to invest. She livestreamed her appeal to the hacker who demanded $500 ,"['a58b4b70-1b59-4240-917d-a2165a0ce2f0', 'aa1edc37-1a01-414a-bcf7-8517e7c7053d']"
"story tonight that nationwide lockdown at all federal prisons. Something out of a movie and it stems from a fight between members of the notorious Ms 13 gang. It happened at a penitentiary in Beaumont, Texas. Two inmates are now dead. So why this drastic move and why it has effects on all federal prisons and federal prisoners across the country. Here's I Wins News reporter Jim Dolan. The federal Metropolitan Detention Center in Brooklyn is on a lockdown tonight along with 120 other federal prisons across the country ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
Hundreds of people filled the streets of Minneapolis today in the second day of protests over a deadly police shooting. Amir Locke was killed earlier this week as officers served a nonock warrant. Locke's name wasn't on it. Abc News reporter Christine Sloan tells us his family is still in shock over what happened. The calls for justice growing louder. A second day of protest in Minneapolis after the death of 22 year old Amir Locke at the hands ,['6fbf954a-03f9-4782-a65f-783271c9c447']
"News Well. It finally happened after a weekend of back and forth reports. It is official tonight. Nfl legend calling it a career. Tom Brady is retiring. The Tampa Bay Buccaneers quarterback made it official via an Instagram post. Brady went to ten Super Bowls, winning seven of them. That's an NFL record, but was in San Mateo at Sarah High, where he first started honing his skills. The current football coach at Sarah says Brady didn't even start as a freshman. Admits the senior year was not that impressive when it came to wins and ",['b49207eb-96eb-4b73-b534-adc0ef85022a']
"Fiser has officially requested the FDA grant emergency authorization use for its COVID vaccine for children under the age of five, which are the only ones who can't get vaccinated. Now that's 19 million children. That applies to across the US. Federal regulators are expected to take a look at the data, and they could approve Pfizer's two dose vaccine for the littlest kids by the end of this month. Early data suggest two doses is safe and produces an immune response. But also the company is testing a three dose regimen as ","['96326734-fd82-4350-b45c-513e7eb9147c', 'f5cdd7f2-9d4d-4ba5-9925-00c1701e30fa']"
"Frightening moments inside a Brooklyn mall. Two teens were shot in the middle of the afternoon. Yeah, this all unfolded at the King's Plaza shopping center. Multiple people now in custody. Pixelmen's J. Dow has the story. The King's Plaza Mall in Brooklyn closed down for the day Monday following a shooting inside one of the stores in the middle of ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Benitez. Joe Rogan is taking to social media to answer his critics. The Spotify star who's come under increasing fire for his controversial show. Well, is he now trying to make amends? ","['ca197b81-ca86-4792-8c25-2ba7cd4195b5', '96326734-fd82-4350-b45c-513e7eb9147c', 'a58b4b70-1b59-4240-917d-a2165a0ce2f0', '6fbf954a-03f9-4782-a65f-783271c9c447']"
"and in the South Bay as well. San Jose has seven pedestrian deaths so far this year, and we're only now just starting the month of February. A lot more than they want to see. Yes. Crown Force Will Train has been breaking down the numbers for us and what police are saying about it will police ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
news. New York Governor Andrew Cuomo announced today that he will resign amid multiple allegations of sexual harassment. And this is frankly amazing. He made the announcement via book. That's right. New York Governor Andrew Cuomo announced today that he will resign amid multiple allegations of sexual harassment. So tune into CNN tonight for a rerun of the history of the sitcom. Cuomo resigned today after being accused of sexual harassment by at least eleven women. And that's not even including the time he sexually harassed all of ,"['ca197b81-ca86-4792-8c25-2ba7cd4195b5', '83a09c6b-5f2f-421f-ae50-b38acca7e008']"
"Michael, good morning to you. We're in the 50s now, but in the next five to 6 hours, the temperatures are going to collapse just west of us by 200 miles or so in Western New York. People are waking up to a fresh foot or so of snow. You're seeing video there from Rochester. Now, what's happening in between? That's where we're really concerned and that would be the ice. So let's take a look at what's happening. New York at 50, Albany is 19, so that's only 100 miles away. That is going to infiltrate down to the coast. And we will see by noon sub freezing ",['9a06646a-e1df-4fca-888e-69658420556b']
Samuel. A side note to getting a lot of attention at the game. Governor Gavin Newsom responding to criticism today after he and San Francisco Mayor London Breed were photographed at yesterday's game without their masks on. Both the governor and the Mayor took pictures last night with Magic Johnson at SoFi Stadium. Magic posted the pictures to his Twitter account. Los Angeles Mayor Eric Garcetti was also seen without a mask in a picture. Reaction on social media was Swift as many accused the politicians of hypocrisy. ,['83a09c6b-5f2f-421f-ae50-b38acca7e008']
"right, Sandy, thank you. And tonight, PG and E says it's ready to respond to outages caused by approaching strong winds. Neighbors and business owners in the East Bay tell ABC Seven News reporter Cornell Bernard they hope this week's wind event doesn't cause the same damage they saw just over ",['9a06646a-e1df-4fca-888e-69658420556b']
"murder. Now to another violent day on the streets of New York. Yeah, new attend. Police say a 23 year old man has died after being shot multiple times in the chest across the street from the ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"the US is ramping up its military presence in Eastern Europe, deploying about 30 troops. The Pentagon says the troops will not enter Ukraine. It says these are only temporary moves while Russia continues its build up over 100,000 troops across from Ukraine's Eastern and Northern borders. These 3000 US troops are separate from the 8500 that President Biden put on high alert last week. Russia is calling this new move unfounded and ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
"five, A redrawn congressional map could help former Mayor Bill de Blasio find his next gig, a source close to de Blasio telling News for they're keeping a close eye on the newly redrawn 11th Congressional District in Staten Island and Brooklyn. The district set to be drawn to include the heavily Democratic Brooklyn neighborhoods of Sunset, Park, Gowanus and Park Slope, where de Blasio lives. The source says they need to take a look at the district before they get to the consideration standpoint. ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '74e2fab8-689f-4e17-9a1c-e1f92e084f55']"
"You know what? The wind will not get you, but the chill factor will, I know it's hard to see my breath. Try my best to illustrate how cold it is. I can't even get the words out of my mouth. It is 35 degrees. If you don't believe me, go to Cron's Twitter site. I just tweeted out it's 35 degrees in the Wilmobile. Yes, we're a little bit higher up, so it might be colder here than in your location. But the bottom line is you will be freezing ",['9a06646a-e1df-4fca-888e-69658420556b']
"Now to beat county, where one person is dead and four others are hurt after a shooting on a Greyhound bus. The bus had stopped at a convenience store in Oroville around 08:00 last night when someone on the bus started shooting. The attacker ran down the street to a Walmart. Police later captured and arrested him. We have a video that was posted to social media showing Sheriff's deputies making the arrest. The Orville Mayor says he was told the man had some kind of disagreement with someone else on the bus before the bus stopped. Officials say they don't know the nature of the disagreement and haven't said if the two men knew each other. Orville police say they'll have more information for us ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"New Jersey's next attorney general nominee vows to keep residents safe today at the Trenton War Memorial. Governor Phil Murphy announced that Matt Platkin would be his choice for the state's highest law enforcement post. Platkin is one of the governor's closest and longest serving confidants, and Murphy's former chief counsel. The 35 year old from Montclair outlined three priorities tackling gun crime, protecting the civil rights of all and looking out for ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
"In San Francisco, two people are hurt and 22 have been displaced after a huge apartment fire in the Mission. This is video here from the scene, courtesy of the citizen at the fire started just after midnight near Mission and 16th. Firefighters got it under control almost 2 hours ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"A big story in San Francisco, Munich telling you to expect delays because of the COVID fallout, still affecting the system because of staffing issues. So they're saying those delays could be system wide. They've been warning riders about this and dealing with it since January 3. It's just what we've got to do because as you know, if somebody tests positive, they got to isolate and then that means it takes them out of the loop and then you're going to be ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', 'aa1edc37-1a01-414a-bcf7-8517e7c7053d']"
"it. Well, recreational marijuana has been legal in New York state for almost a year now, but the state is still working out the blueprints for exactly how it can be sold. The state Office of Cannabis Management is currently holding a series of public conversations via Zoom to discuss where things stand regarding legalized adult use of cannabis. A lot of people are confused because marijuana is legal, but you can't legally buy it or sell it anywhere. Experts say the rules and regulations still being worked out. ","['96326734-fd82-4350-b45c-513e7eb9147c', '74e2fab8-689f-4e17-9a1c-e1f92e084f55']"
"New York State reporting progress in the fight to curb Kovac cases. The statewide positivity rate is now just under 5% at Four point 91%. Hospitalizations are also on the decline, falling 7% yesterday since yesterday. Governor Hockel says that the progress shows New Yorkers are taking the right steps to combat the virus, and she continues to urge vaccinations to keep communities ","['96326734-fd82-4350-b45c-513e7eb9147c', 'f5cdd7f2-9d4d-4ba5-9925-00c1701e30fa']"
"today, charges expected to be filed against a man accused of a deadly shooting on a Greyhound bus in Butte County. The suspect is 21 year old Asadi Coleman of Sacramento. Investigators say he was on a Greyhound bus heading to Los Angeles Wednesday night. And when the bus stopped in Oroville, he started shooting randomly. One woman was killed. Four others were hurt, including an eleven year old girl and two people, a man and a pregnant woman are both in critical condition. The bus passengers say Coleman was acting strange before the shooting ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"2027. Well, New York is now home to the largest sports betting market in America. After just four weeks of taking mobile bets, New York to throw New Jersey to take the market lead. In January, the Empire State took in more than $1.6 billion worth of sports bets. That's 300 million better than the best month that New Jersey had ever ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', 'b49207eb-96eb-4b73-b534-adc0ef85022a']"
"to the Peninsula now where bird watchers are keeping their eyes peeled for a glimpse of a rare visitor. An Oriental turtle Dove has been spotted near Matadero Creek. You're looking at a photo of the bird now. It's hot news to the birder community because it's an uncommon sight. Many out of towners have flocked to spotting locations to try to find the turtle Dove, bringing along telescopes and, as you can see, long camera lenses. The Palo Alto resident who first spotted the turtle Dove in his backyard on Wednesday is credited with the discovery. ",['9a06646a-e1df-4fca-888e-69658420556b']
"134 points. Well, US officials now say that Russia might use a misinformation campaign to justify an invasion of Ukraine. Soldiers from Fort Bragg deployed headed to Eastern Europe. Their mission is to support NATO, not to enter Ukraine, as roughly 100,000 Russian troops remain amassed along the border. American officials say they believe Russia could use a fake attack to justify an ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
we start with an Oakland chef and 49 Ers fans still in a coma tonight after being knocked out during last weekend's game. Good evening. I'm Juliet Goodrage. I'm Brian Hackney. Daniel Luna's family says doctors operated on the 40 year old yesterday. Kp exfized Betty You spoke with his family's attorney now fighting for justice tonight. Daniel Luna's attorney says that his parents and wife are at his bedside at a Los Angeles hospital where he remains in critical condition. The family wants to know why and how this is all happened. ,['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"News One woman is dead and a man critically wounded after a shooting near Oakland's Lake Merit neighborhood. It happened about 10:00 this morning inside the Kumi Spa on Grand Avenue. Oakland police arrived on the scene and found the two victims, but no sign ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Moving on The Oakland man injured in the parking lot of SoFi Stadium following last weekend's 49 Ers loss to the La Rams remains in a coma in intensive care. That's according to a family statement sent to ABC Seven News. Doctors performed a procedure to relieve internal pressure on the right side of 40 year old restaurant owner Daniel Luna's head. A suspect has been arrested in the case. Luna's family tells us, quote, we want to make sure these NFL events are safe and secure for everyone and that all parties responsible for this tragic and violent attack will be held accountable so that something like this never happens again. ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"this attack stirs up memories from nearly eleven years ago when Giants fan Brian Stowe was severely beaten into a coma at Dodgers Stadium. Not far from Inglewood. It was opening day of the 2011 baseball season down there, Dodgers Stadium. The father of two was wearing a Buster Posey Jersey. He was attacked in the Stadium parking lot. His attackers were eventually sentenced to years in prison, and the Dodgers were also found to be negligent in a civil lawsuit. Stowe has worked hard to make dramatic improvement, but that attack changed him for life. ","['9ff54ded-904b-4e0c-85ce-a3617f5cb913', 'b49207eb-96eb-4b73-b534-adc0ef85022a']"
"released. Troubling new video tonight of a man being robbed in front of his home in San Leandro. The victim was apparently targeted after leaving Oakland's Chinatown. Crown Forge Dan Thorne has that story. Cell phone video from Wednesday shows three men attacking a victim outside of their San Leandro home. The man is heard pleading that he will give up what they want, but the thieves continue their ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Today we learned the man killed in that shooting on I 880, Jean Ransom, a Bay Area Hoops legend and starred at Cal Berkeley tonight, a longtime friend of Ransom now speaking out about that tragedy. Details in the investigation. Todd Walker knew Jean Ransom since the two were in elementary school and says it breaks his heart to learn through those closest to Gene that his good friend and Cal Athletics Hall of Famer was the man shot to death on Interstate 880 ","['9ff54ded-904b-4e0c-85ce-a3617f5cb913', 'b49207eb-96eb-4b73-b534-adc0ef85022a']"
"sooner. Today, the FAA testified before a House committee on 5G rollout safety. The FA administrator voiced his safety concerns via Zoom to the House Transportation committee. Now, the concern here is that meters used to help commercial planes land in poor visibility could be disrupted by 5G ","['74e2fab8-689f-4e17-9a1c-e1f92e084f55', 'aa1edc37-1a01-414a-bcf7-8517e7c7053d']"
"Well, the 2022 Winter Olympics are now underway in Beijing, China. Opening ceremony kicked off 07:00, a.m. New York time today. The arena was filled with athletes but was light on dignitaries this after the US, Australia, Canada and the UK refused to send dignitaries in protest of China's human rights violations. As for the parade of Nations, Bob Slaughter Alaina Myers Taylor was one of the flag bearers for Team USA. She spoke with CBS about the honor. ","['74e2fab8-689f-4e17-9a1c-e1f92e084f55', 'b49207eb-96eb-4b73-b534-adc0ef85022a']"
"During Black History Month, the USS Hornet Museum in Alameda is honoring the immeasurable contributions of African Americans to the armed services. The display highlights the rich history of African Americans in all branches of the service. And with NASA, there are photos and biographies and stories describing a rich and important part of American history. There are so many significant things that have happened in American history, and if we forget that if we don't teach that to each next generation, we lose touch with what has happened in the past, what helped shape us as a nation. Now the Hornet is also working on a permanent display to highlight contributions of AfricanAmericans in the armed services. ",['74e2fab8-689f-4e17-9a1c-e1f92e084f55']
"sanitizer. While the latest job claims they're out right now. The Labor Department says 238,000 Americans filed for unemployment benefits last week. That's a drop from the 260,000 people who filed the week before. Levels had spiked near the 300,000 level just a few weeks ago. Now, the uptick then was blamed on amicro related surge in cases. ",['74e2fab8-689f-4e17-9a1c-e1f92e084f55']
"And the robust jobs report helped lift some stocks on Wall Street on the last day of trading this week. And here's a live look at the Big Board. The Dow actually finished at the end of the day, down 21 points, closing at 35,089. ",['39822b5f-e37e-43e8-b997-7142fe55c3ea']
"Today, a group of mothers protested the new Linkage Center at San Francisco's Yuan Plaza. Mothers Against Drug Deaths is a group of moms who have lost children to fentanyl or who are currently struggling with addiction. A group says there is open drug use at the site that's supposed to link people to treatment. The center opened last month as a part of the mayor's emergency declaration. The borders include Supervisor Matt Haney, and he says having a place where people can go and immediately get connected to a treatment bed and medical care is ","['9ff54ded-904b-4e0c-85ce-a3617f5cb913', '6fbf954a-03f9-4782-a65f-783271c9c447']"
"The 2022 Victor Olympics are official way I love the Winter Olympics because it features the last people on Earth who stuck to their New Year's resolution. At this year's games there are 91 countries, 109 events and 1000 chances to hear the person next to you say I could do that. But tonight ",['b49207eb-96eb-4b73-b534-adc0ef85022a']
"McCall. Lawyers for Daniel Luna, the Oakland man attacked after the NFC Championship Game this week, now say that he is in a coma and his injuries remain critical. Tonight, his lawyers tell Cron Four Samantha Harry they now need help from other folks who are also at ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"Division. The offduty NYPD officer who was shot in Harlem is recovering at home this morning. Officer Robert Manley was released from the hospital yesterday afternoon after he was shot outside the Manhattanville Houses Community Center near 126th street on Saturday. Authorities say he was at a vigil for a community member who passed away. Two men opened fire, Manly ducked for cover, but was hit in the foot. No arrests have been made. Manley is the 7th officer shot in the city this ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
The mother of an Oakland man who died in police custody has filed a federal civil rights lawsuit against the city of Alameda and the three officers involved. This was the scene back in April. Officers pinning down 26 year old Mario Gonzalez until he stopped breathing and later ,"['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"The CDC says the new sub variant of Omacron has not spread as quickly as U. S. Health experts had feared that's, raising hopes it won't extend the Covet case surge that's filled hospitals across the country this winter. Loma Cron sub variant has been dubbed the Stealth buried because it's been harder to detect than earlier ","['96326734-fd82-4350-b45c-513e7eb9147c', 'f5cdd7f2-9d4d-4ba5-9925-00c1701e30fa']"
"And today, as you may have noticed, is National Wear Red Day. It's an effort to honor those who have lost their lives to heart disease and to raise awareness to prevent it. Heart disease continues to be the number one cause of death in women is also the top cause of death in the US and worldwide. The American Heart Association is encouraging people to show support for the Go red for women movement by wearing red today. I love it. We're on brand. Yes, we are. We're in red, including our lipstick. Including our lipstick. ","['96326734-fd82-4350-b45c-513e7eb9147c', 'ebf2991e-4b7d-44c6-927b-a261a7b21d2c']"
"latest piece from ABC's Localish Young's Farm is a throwback to a time when so much of Long Island was just farmland. The Young's family is still in Old Brookville, trading on their century old traditions that have found new customers. During the pandemic. ",['74e2fab8-689f-4e17-9a1c-e1f92e084f55']
"I'm Christina Rendon. It is a horrific attack during the 49 ers Rhymes game in Los Angeles. A Niner fan in Oakland restaurant owner was found beaten outside of the Stadium on Sunday. And now police are trying to find a motive for the attack. Katie's Henry Lee heard from those who know the victim. He joins us live now in studio with what he's learned. Henry. Christina 40 year old Daniel Luna reportedly went to the NFC Championship game alone after several friends who plan to go canceled at the last minute. Nobody knows what happened next, but now he's fighting ","['9ff54ded-904b-4e0c-85ce-a3617f5cb913', 'b49207eb-96eb-4b73-b534-adc0ef85022a']"
"certainly this news. We're keeping an eye on the crisis with Russia and Ukraine. Russia moving more forces close to the border. President Biden's National security adviser warning that Vladimir Putin is in a position to quote, act aggressively against Ukraine at any time. But high level diplomacy is also underway. The French President Emmanuel Macron is set to arrive in Moscow to meet with Putin. Terry Moran on the scene in Ukraine with all the latest. Good morning, Terry. Good morning, George. This morning, the pace of both diplomatic and military activity is intensifying those world leaders searching for a solution. U. S. Troops arriving in Eastern Europe to help reinforce NATO and more U. S. Military equipment arriving here to help defend Ukraine ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
"weather. Now to the president's visit to New York as local leaders search for ways to curb gun violence. The President met with the Mayor and Governor Hockel at NYPD headquarters earlier. And during his appearance, he led a standing ovation for rookie officer Sumet Sulan. He's the NYPD officer who shot and killed the man gunned down two police officers in Harlem nearly two weeks ago. And here is a live look at PS 111, Jacob Blackwell School in Queens, where the President just arrived to talk about the rise in crime and gun ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"View. So millions of Americans were horrified watching the capital insurrection, but the GOP is seeing things a little differently these days. They censured Senator Cheney and Kinsey on Friday, claiming that as members of the January 6 committee, they're targeting people who engaged in what they call legitimate political discourse. You heard that right. Cheney responded on Twitter with footage to remind them that this is not political discourse. ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
"thank you so much. All right, well, you're looking now at the aftermath of a house explosion in Brooklyn. It destroyed one home in an instant and set two others on fire this morning. Yeah, this all happened on Bay 35th street between Benson Avenue and 86th street in Graves End. Investigators believe the explosion started in an unoccupied building. The other two homes were occupied, and they were able to get out before they erupted in flames. Despite all the destruction, amazingly, nobody was hurting ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"And this morning, some San Francisco business owners calling on the city to step in after they say a graffiti mob keeps targeting their neighborhood. Kpx Five Betty you with why those businesses are saying they have to put the clean up ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
Green Day lead singer Billy Joe Armstrong took to social media today seeking help after his beloved car was stolen. Take a look. It shouldn't be too hard to spot. It's a 1962 Chevy Two and was stolen in Costa Mesa. Armstrong says the car is near and dear to all the band members hearts and has been in the Green Day family for over 30 ,['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Five Now Eleven A renewed push to add more cameras in license plate readers to Bay Area freeways. This is all happening after yet another deadly shooting on 880 in Oakland. In total, at least five people have been killed in Oakland freeway shootings in just the last nine months. In the latest case, CHP was able to make a quick arrest. But four previous cases, including the shooting death of a toddler, remain unsolved. Tonight, family of another victim is calling for more freeway safety. ","['9ff54ded-904b-4e0c-85ce-a3617f5cb913', 'aa1edc37-1a01-414a-bcf7-8517e7c7053d']"
record. An NYPD rookie is recovering at home after he was shot during an attempted carjacking earlier this week. Officer Manuel Soto received a big round of applause you see there as he was released from Jamaica Hospital. He was off duty Tuesday night when he was shot in the shoulder. Police say two teenagers forced him from a car at gunpoint. Then one of the men shot the officer who was on his way to work the suspects are under arrest. Officer Soto just graduated from the police Academy in December. ,"['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"stream, ransom was shot and killed last night as he drove along Interstate 880 in Oakland. And it did not take long for police to track down the suspect. 25 yearold Juan Angel Garcia was arrested this morning as the CHP quickly pursued leads that came in. He's being held at the Alameda County Jail tonight. Jean Ransom is being remembered as a pillar of the community who helped change ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"other news tonight. The family of a man arrested in the assault of a 40 Niner fan at Sophie Stadium is speaking out, revealing new details about what happened that night. The suspect's cousin says that he was there when the altercation happened. Everyone had been inside and joined the game when things changed in an ","['9ff54ded-904b-4e0c-85ce-a3617f5cb913', 'b49207eb-96eb-4b73-b534-adc0ef85022a']"
"These laws are not optional. They're not for voluntary compliance. They're the laws of the state of California. Now Nine people in the expensive Woodside community say they're trying to protect mountain Lions, but state Attorney General Robust says it's just a way to try and get around laws that require affordable housing from going up in their town. ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9a06646a-e1df-4fca-888e-69658420556b']"
"A teenage girl is dead followed an early morning car crash in Brooklyn this evening. A teen driver is in custody. And this was the scene around 02:00, a.m. Saturday at the intersection of Eastern Parkway in Rogers Avenue in Crown Heights where two cars collided. That 18 year old girl was pronounced dead at the scene. Four other people were hurt but are expected to recover. An 18 year old driver was taken into custody and we are told charges are ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
